instruction,action
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the blue landmark building on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead, passing the park on your right. Stay in the left lane to make a left turn at the traffic light ahead.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to continue on the main road. Look out for pedestrians crossing at the crosswalk before you proceed.""",['Take Exit']
"""Approaching the roundabout, take the second exit and follow the signs towards downtown. Look out for the clock tower on your right as a landmark to confirm you are on the correct route.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the mountains. Continue straight for 3 miles until you reach the historic red brick bridge, then turn left onto Main Street.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the residential area. Watch out for pedestrians at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic before merging into the left lane and taking the second exit. Continue straight on Main Street until you reach the traffic lights at the junction with Elm Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already circling, then take the second exit. Drive straight ahead and watch for the pedestrian crossing sign on your right as you approach the intersection.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, stay in the right lane and take the second exit towards downtown. Look for the clock tower ahead as a landmark for your turn.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle, then continue straight ahead onto the third exit. Look for the clock tower on your right as a landmark for your turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look for the blue building with a neon sign on your right for reference.""","['Take Exit', 'Go Straight']"
"""Take the upcoming roundabout, go straight through the second exit, and then follow the signs for downtown. Look out for the famous clock tower on your right as a landmark.""","['Take Exit', 'Go Straight']"
"""Proceed through the traffic circle and take the second exit, following the signs for downtown. You'll pass the park on your right, and the tall office building will be straight ahead. Continue for two more blocks before making a left turn at the traffic light.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit. Continue straight until you reach the yellow house with the red roof on the corner, then make a left turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for pedestrians and cyclists as you navigate through the roundabout and continue straight ahead.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already in the circle and take the second exit towards the city center. Look out for pedestrians crossing the street near the fountain on your right as you exit the roundabout.""",['Take Exit']
"""Take the next left at the traffic light, proceed straight for 2 miles until you reach the roundabout with the statue of a cowboy, then make the second exit to continue on the highway.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to incoming traffic on your left and turn right onto Main Street. Continue straight for 2 miles until you reach the traffic lights at the intersection with Oak Avenue. Turn left at the lights and follow the road as it curves to the right.""","['Turn Left', 'Turn Right', 'Go Straight']"
"""Approaching the upcoming roundabout, take the second exit and continue straight onto Maple Street. Look out for the blue mailbox on the left as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit to continue on the main road. Look out for the park on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, follow the signs for the second exit and continue straight ahead onto Main Street. Watch out for pedestrians crossing at the crosswalk on your right as you navigate through the intersection.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, stay in the middle lane, yield to traffic already in the circle, and take the second exit toward the downtown area. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on the main road. You'll pass a red-brick church on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout ahead, yield to traffic already in the circle, and take the second exit towards the city center. Look out for pedestrians crossing at the crosswalk as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left and take the second exit, following the signs for downtown.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue on the coastal road. You'll pass by the lighthouse on your right before reaching the seaside park where you need to make a left turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit to the right and continue straight on the tree-lined avenue until you reach the historic clock tower. Make a left turn at the tower and proceed to the cobblestone street where you will encounter a pedestrian crossing - come to a complete stop and yield before continuing.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Proceed through the roundabout and take the second exit towards downtown. Look out for the tall clock tower on your right – that's our landmark for the next turn. Make a sharp left just after the clock tower and continue down the narrow street until you reach the blue building with the red awning.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and stay in the middle lane as you continue straight ahead. Look for the blue building with the giant billboard on the right side as a landmark for the next turn.""",['Take Exit']
"""Approaching the traffic circle, yield to any vehicles already inside, then take the second exit to continue on the main road. Look out for the tall clock tower on your right as a landmark.""",['Take Exit']
"4. ""After the traffic light, make a left turn onto Main Street. Once on Main Street, stay in the right lane and look for the blue building with a large clock on the façade. Your destination is right after that building, on the right side of the road. Slow down as you approach it.""","['Turn Left', 'Slow Down']"
"""Approaching the traffic circle, yield to vehicles already in the circle and take the second exit leading towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit onto Main Street. Look out for the pedestrian crossing ahead and be prepared to yield if necessary.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic from the left, then take the second exit, heading towards the library on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards Main Street. Look out for the large fountain in the center as a visual landmark.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and stay in the right lane to continue onto Main Street. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit. Watch for pedestrians crossing on the crosswalk to your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for pedestrians waiting at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the mountains. Look for the blue sign indicating the scenic route and proceed straight ahead, maintaining a steady speed.""","['Take Exit', 'Go Straight', 'Accelerate']"
"""Approaching the upcoming roundabout, yield to traffic already in the circle, then take the second exit towards downtown. Look out for pedestrians crossing the street as you navigate through the roundabout.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight on Main Street. When you reach the red brick building on your right, make a left turn onto Elm Avenue.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. You'll then see the park entrance on your right - proceed ahead until you reach the designated parking area.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for pedestrians crossing at the crosswalk on your right before proceeding.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the blue building on your right, that's where you'll need to make a left turn.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and continue straight past the park on the right. Watch out for pedestrians at the crosswalk as you proceed.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approach the roundabout and take the second exit towards the city center. Watch out for pedestrians crossing the street as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic from the left before smoothly entering and taking the second exit.""",['Take Exit']
"4. ""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look out for the large blue statue on your right as a visual cue for the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside it, then take the second exit towards downtown. Look out for the blue landmark building on the right for reference as you navigate through the roundabout.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, then continue straight until you reach the traffic lights by the park. Make a left turn there.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to traffic already in the circle and take the second exit. Look out for the large clocktower on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the tall clock tower on the right as a landmark to confirm you're on the correct route.""",['Take Exit']
"""Approach the upcoming roundabout and take the second exit. Look out for the blue landmark statue on your right as you navigate through.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic before entering, then take the second exit to continue on the main road. Watch out for pedestrians crossing at the zebra crossing nearby.""",['Take Exit']
"""Approaching the traffic circle, enter and take the second exit towards Downtown. Stay in the middle lane and watch for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the traffic circle, take the second exit on your left, and continue straight on Main Street for 2 miles. Look out for the landmark water tower on the right as a reference point for your upcoming left turn onto Oak Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic and take the second exit. Once you exit the roundabout, continue straight ahead until you reach the traffic lights.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Once clear, continue straight past the park and look for the street sign that reads 'Main Street' where you will turn left.""",['Take Exit']
"""Proceed through the roundabout and take the second exit towards downtown. Watch out for the pedestrian crosswalk just before the traffic light.""",['Take Exit']
"""Approach the roundabout and take the second exit, heading towards the mountains. Once you're on the winding road, reduce speed and yield to any oncoming vehicles coming around the curves.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit towards the city center. Watch out for pedestrians crossing at the crosswalk on the left-hand side.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside, then take the second exit towards the city center. Look out for the landmark clock tower on your right to ensure you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on the tree-lined boulevard until you reach the old stone bridge. Once you pass the bridge, make a left turn at the traffic light and proceed down the narrow cobblestone street for one block.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the tall clock tower on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and then take the second exit to continue on Main Street. Look out for the landmark statue of the town's founder on your right as you make the turn.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside then take the second exit. Look for the large fountain in the center as a landmark for the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the downtown area. Look out for the tall clock tower as a landmark to ensure you're going the right way.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit towards the residential area. Look for the blue house with a white picket fence on your right as a landmark for the turn.""",['Take Exit']
"""Approaching the upcoming roundabout, take the second exit and continue straight on Maple Street. Look out for the yellow building on your right, that's a landmark for your turn.""",['Take Exit']
"""Approach the upcoming roundabout and take the second exit, following the signs for the city center. Watch out for pedestrians crossing the road as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the oceanfront. Keep in the left lane to stay on the scenic coastal route.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit towards the city center where you'll see the clock tower ahead.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic from the left and take the second exit. Look out for the blue sign indicating the hospital on your right as you exit.""",['Take Exit']
"""Proceed straight through the roundabout, take the second exit, and continue on Oak Street for 2 miles until you reach a traffic light. At the light, make a left turn onto Maple Avenue and then look for the white picket fence on your right. Your destination is just past the fence on the right side.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Take the upcoming roundabout and exit at the third street on your left, following the signs for the city center. Look out for pedestrians crossing at the crosswalk just before the turn.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, and take the second exit towards the residential area with red brick houses. Proceed straight for three blocks, then make a left turn at the yellow fire hydrant.""",['Take Exit']
"""Approaching the upcoming roundabout, take the second exit and continue straight on Main Street. Look for the blue building on the right to confirm you're on the correct route.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic and take the second exit to continue on the main road. Look out for the prominent statue in the center as you navigate through.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight onto Main Street. Look out for the yellow building on your right as a marker for the correct turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street past the park. Watch out for pedestrians crossing, and be prepared to yield if necessary.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. You will pass by a large sculpture on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from your left, then take the second exit towards the city center. Watch out for pedestrians in the crosswalk.""",['Take Exit']
"""Approaching the roundabout, take the second exit which will lead you onto Main Street. Watch out for pedestrians and yield to any cars already in the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the second exit onto Main Street. Watch out for pedestrians in the crosswalk as you continue.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the park. Watch for pedestrians crossing the street.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the traffic circle, yield to any oncoming vehicles, then take the second exit towards the downtown area. Watch for pedestrians at the crosswalk as you navigate through the busy intersection.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the residential area. Look out for pedestrians at the crosswalk on the left side of the road.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic and take the second exit, heading towards the park. Watch out for pedestrians crossing the road.""",['Take Exit']
"""Turn left at the traffic light where you see the statue of the famous local artist, then follow the curve of the road as it winds up the hill towards the scenic overlook.""",['Turn Left']
"""Proceed straight through the roundabout and take the second exit onto Main Street. Look out for the clock tower on your right, that's a signal that you're approaching the town center. Once you pass the post office, make a left turn at the upcoming traffic light and continue for two blocks before turning right into the parking lot.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the oncoming traffic, then take the second exit. Once you exit the roundabout, stay in the left lane and continue straight for 2 miles until you reach the traffic lights at the school crossing.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit towards the city center. Look out for the tall statue of a historical figure to your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight. Look out for the statue of the town's founder on your right as you navigate through.""",['Take Exit']
"""Approach the roundabout and take the second exit, heading towards the blue office building on your right. Stay in the right lane to make the turn smoothly.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, following the signs for downtown. Stay in the left lane and watch for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit on the right. You'll notice a park on your left as you navigate the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight until you reach the traffic light at the intersection with Main Street. Make a left turn and wait for the pedestrian crossing signal before proceeding.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and then take the second exit towards downtown. Look for the clock tower ahead as a visual landmark for the correct turn.""",['Take Exit']
"""Turn left at the traffic light after the white church with a tall steeple and continue straight for 2 miles until you reach the fork in the road. Take the right fork and proceed uphill until you reach the gated community entrance on your left. Slow down and prepare to check in with the security guard.""","['Turn Left', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit to continue on Main Street. Look out for the large statue of the town's founder on your right as you exit.""",['Take Exit']
"""Approaching the busy downtown area, slow down as you approach the traffic circle, then take the second exit towards the waterfront promenade. Keep an eye out for pedestrians and cyclists crossing the street.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, take the second exit on your left and continue straight over the bridge towards the residential area. Be prepared to yield to any oncoming traffic entering the roundabout.""",['Take Exit']
"""Take the upcoming left turn after the orange bridge, then proceed straight until you reach the roundabout. Enter the roundabout and take the second exit to continue on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and continue on the main road. You will soon pass a large blue building on your right, signaling your upcoming left turn at the traffic light ahead.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead, passing the park on your right. Watch for pedestrians at the crosswalk as you navigate the curve.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the town center. Look out for the statue of the town's founder on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the third exit to the right and continue straight on Maple Avenue. Look for the green sign indicating the upcoming elementary school and reduce speed to 25 mph when passing by.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to incoming traffic from the left, then take the second exit to continue along the coastal road. Keep an eye out for the lighthouse on your right as a landmark for the upcoming turn.""",['Take Exit']
"4. ""Approaching the roundabout, yield to any oncoming vehicles and take the second exit to continue on the main road. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the statue of the city's founder on your right as you navigate through.""",['Take Exit']
"4. ""Ahead, you'll approach a roundabout. Enter the roundabout and take the second exit towards downtown, where you'll see the clock tower on your right. Proceed straight through the traffic lights after the roundabout.""",['Take Exit']
"""Approaching the roundabout ahead, yield to traffic already in the circle and take the second exit to continue on the main road. Look out for the large oak tree near the exit as a visual cue.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit to continue on Maple Street. Watch out for pedestrians crossing at the crosswalk on your right as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic from the left, then take the second exit leading you towards the scenic coastal route. Watch out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already in the circle, and take the second exit towards the park district. Look out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead on Oak Street. Look out for the park on your right side as a landmark to confirm you're on the correct route.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any vehicles already inside, then take the second exit leading towards the beach. Watch out for pedestrians crossing the road.""",['Take Exit']
"""Approaching the traffic circle, yield to any oncoming vehicles and take the second exit heading towards the downtown area. Look out for the blue building on your right as a visual landmark.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight as you cross the bridge over the river. Be prepared to yield to oncoming traffic.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to incoming traffic from the left, then take the second exit to continue on Main Street. Watch out for pedestrians crossing at the marked crosswalk just after the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the red building on your right as a landmark for the upcoming turn.""",['Take Exit']
"""Proceed through the traffic circle, taking the second exit towards the park. Look out for pedestrians crossing the street as you approach the entrance.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left, then take the second exit to continue on Main Street. Look for the red brick building on your right, that's the post office where you'll need to make a left turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to the left and take the second exit, following the signs for the city center. Once you enter the city, watch out for pedestrians crossing the street near the fountain landmark.""",['Take Exit']
"""Approaching the roundabout ahead, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the tall clock tower on your right to ensure you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Watch out for pedestrians crossing the crosswalk on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the traffic circle, signal right and yield to any oncoming vehicles before entering. Proceed straight through the circle, taking the second exit towards the scenic route. Watch out for cyclists and pedestrians crossing ahead.""",['Take Exit']
"""Take the upcoming exit after the red building on the right, then follow the curve to the left as you approach the residential area. Slow down and watch for pedestrians crossing the street.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to traffic already on it, then take the second exit toward the airport. Look for the control tower to your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit on the right. Continue straight on the tree-lined avenue until you reach the pedestrian crossing, where you must come to a complete stop.""",['Take Exit']
"4. ""Ahead, there will be a roundabout. Enter the roundabout and take the second exit to continue on the main road. Watch for pedestrians crossing the street near the crosswalk.""",['Take Exit']
"4. ""Take the upcoming left turn after the third traffic light and continue on the narrow road until you reach the roundabout with a large fountain in the center. Enter the roundabout and take the second exit.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight until you reach the white church on the corner, then make a left turn.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight on Main Street. Look out for the blue building with a large clock on the corner, that's your cue to make a left turn at the upcoming street.""",['Take Exit']
"""Approaching the traffic circle, stay in the left lane and take the second exit. After exiting, continue straight ahead until you reach the bridge, then merge into the right lane and prepare to cross.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look out for the blue building on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the city center. Once through the roundabout, look for the blue office building on your right as a point of reference for the next turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the park with the fountain. Continue straight past the playground and look out for a left turn at the red brick building.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. After exiting, watch for pedestrians crossing the street in the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the blue post office building on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue along the coastal road, passing the lighthouse on your right. Slow down near the sharp curve ahead and watch for cyclists crossing.""","['Take Exit', 'Slow Down']"
"""Approaching the upcoming roundabout, stay in the left lane and take the second exit, heading towards the residential district. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on Main Street. Look out for the tall clock tower on your right to help guide you.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit towards downtown. Look out for the tall clock tower to your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle and take the second exit, heading towards the mountains. Watch for pedestrians crossing on the crosswalk on your left as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Look out for the red brick building on your right as a point of reference.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic from the left, then take the second exit to continue on the main road. You will know you're on the right path when you see the tall clock tower on your right.""",['Take Exit']
"""Take the upcoming left exit after the third traffic light and follow the signs for the airport terminal. Once you reach the terminal entrance, proceed to the departure drop-off area and come to a complete stop.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead until you reach the old oak tree on your right. Make a left turn after the tree and proceed down the narrow country road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approach the traffic circle and take the second exit, heading towards the mountain. Stay in the right lane to continue along the winding road, keeping an eye out for pedestrians crossing at the crosswalk near the blue mailbox.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. You'll know you're heading the right way when you pass the tall clock tower on your left.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit onto Main Street. You'll pass the park on your right before reaching the next traffic light. Proceed straight ahead after stopping at the signal.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit to continue on Main Street. Look out for the green street sign with 'Main St' written in white on your right-hand side.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the statue of the famous historical figure on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic from the left and take the second exit. Look for the tall clock tower on your right as a point of reference.""",['Take Exit']
"""Approaching the upcoming traffic circle, yield to any vehicles already inside, then take the third exit to continue on Main Street.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming vehicles and take the second exit to continue on your route. Look out for the blue storefront on the right side as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the residential area. Look out for the park with the large fountain on your right as a landmark for the turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to the left, and take the second exit. As you exit the roundabout, watch for the pedestrian crosswalk on the right side.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the statue of the famous inventor on your right as a reference point.""",['Take Exit']
"""Proceed along this road for 2 miles, then take the second left turn after you pass the red brick church on your right. Continue straight until you reach the roundabout, where you'll need to exit at the second turn and head towards the mountains in the distance.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to incoming traffic and take the second exit. Look for the tall clock tower on your right as a reference point for the turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit towards the downtown area. You will see a prominent sculpture on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to the right. Continue straight for two blocks, then make a left turn after the post office building.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Take the third exit at the roundabout and continue straight on Main Street past the clock tower. Look out for pedestrians at the crosswalk ahead and be prepared to yield if necessary.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead for 500 meters, then turn left at the traffic light with the statue of a lion.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the vehicles already inside, and take the third exit towards the residential area. Look out for the park on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the park entrance on your right. Be prepared to yield to oncoming traffic before proceeding.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit towards the residential area. Look out for pedestrians crossing the street near the park on your right as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the park. Watch for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the city center. Look out for the red brick building on your right as a reference point for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the red-brick church on your left after exiting the roundabout.""",['Take Exit']
"""Approach the roundabout and take the second exit to continue on Main Street. Look out for the tall clock tower at the center of the roundabout as a landmark for the correct exit.""",['Take Exit']
"""Take the upcoming left turn after the white house with a red door, then proceed straight for 2 miles until you reach the roundabout with a fountain in the center. Take the second exit towards the mountains.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Proceed straight through the roundabout and take the second exit to continue on Main Street. Watch out for the pedestrian crossing near the park on your right.""",['Take Exit']
"""Approach the roundabout and take the second exit. As you enter the roundabout, yield to oncoming traffic and proceed with caution. Continue straight ahead until you reach the traffic light at the end of the road, then turn left.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming vehicles and take the second exit to continue on Main Street. Watch out for the statue of the town founder on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the third exit to continue on Main Street. The historic clock tower will be on your right as you exit.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit. After crossing the bridge, look for the yellow house on the right and make a left turn onto the narrow street.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Continue driving straight through the roundabout, then take the second exit onto Maple Street. Look for the blue house with white shutters on the right side, that's where you'll need to make a left turn.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the traffic circle, stay in the right lane and take the second exit. Continue straight ahead until you reach the historic red brick building on the corner, where you will need to make a left turn.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any vehicles already inside, then take the second exit to continue on Main Street. Look out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, then navigate through the busy downtown area by following the one-way streets until you reach the waterfront park.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the downtown area. Look out for the statue of the city founder on your right as you navigate through the roundabout smoothly.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic from your left before smoothly entering the circle and taking the second exit towards the residential area.""",['Take Exit']
