instruction,action
"""Use your turn signal before LaneFollowing to change lanes.""",['LaneFollow']
"""Keep LaneFollow to safely pass the pedestrians crossing.""",['LaneFollow']
"""Maintain LaneFollow as you approach the toll booth.""",['LaneFollow']
"""Maintain your lane with LaneFollow active.""",['LaneFollow']
"""Make sure to LaneFollow while approaching the busy intersection.""",['LaneFollow']
"""Follow the traffic flow and LaneFollow through the city streets.""",['LaneFollow']
"""Follow the directional signs and LaneFollow onto the alternate route.""",['LaneFollow']
"""Follow the road markings and LaneFollow accordingly.""",['LaneFollow']
"""Merge into the left lane and LaneFollow onto the express route.""",['LaneFollow']
"""LaneFollow and be prepared for a lane closure.""",['LaneFollow']
"""LaneFollow on the right side of the road.""",['LaneFollow']
"""Navigate the curve and LaneFollow to the left.""",['LaneFollow']
"""Activate your LaneFollow assistance to help you maintain proper lane positioning.""",['LaneFollow']
"""LaneFollow the lane with less traffic.""",['LaneFollow']
"""Stay alert and LaneFollow the road signs indicating a detour ahead.""",['LaneFollow']
"""Practice defensive driving and LaneFollow in busy intersections.""",['LaneFollow']
"""Activate LaneFollow for hassle-free navigation.""",['LaneFollow']
"""Keep a safe distance from parked cars while LaneFollowing.""",['LaneFollow']
"""Turn on LaneFollow for better lane centering.""",['LaneFollow']
"""LaneFollow and be cautious of parked cars on the side of the road.""",['LaneFollow']
"""Stay focused and LaneFollow as you navigate the winding road.""",['LaneFollow']
"""Fine-tune your LaneFollow settings for optimal performance.""",['LaneFollow']
"""Implement LaneFollow to avoid drifting between lanes.""",['LaneFollow']
"""Practice LaneFollow for improved driving precision.""",['LaneFollow']
"""Maintain a safe speed and LaneFollow through the construction zone.""",['LaneFollow']
"""Maintain a consistent speed for smooth LaneFollowing on the bou""",['LaneFollow']
"""Navigate through challenging road conditions with LaneFollow activated.""",['LaneFollow']
"""LaneFollow as you approach the pedestrian crossing.""",['LaneFollow']
"""Turn on LaneFollow for lane departure warning.""",['LaneFollow']
"""LaneFollow the center lane for the upcoming turn.""",['LaneFollow']
"""Obey traffic signals and LaneFollow accordingly.""",['LaneFollow']
"""LaneFollow and stay in the right lane to exit the highway.""",['LaneFollow']
"""LaneFollow the vehicle in front of you.""",['LaneFollow']
"""Follow the overhead signs and LaneFollow the upcoming junction.""",['LaneFollow']
"""Adjust your position and LaneFollow to make room for merging vehicles.""",['LaneFollow']
"""Continue LaneFollowing past the bus stop.""",['LaneFollow']
"""Stay in your lane and LaneFollow around the blind curve.""",['LaneFollow']
"""Use LaneFollow to navigate the sharp curve ahead.""",['LaneFollow']
"""Signal your turn and LaneFollow onto the side street.""",['LaneFollow']
"""Switch lanes and LaneFollow to allow for upcoming lane closures.""",['LaneFollow']
"""Follow the lane markings to make a left turn at the intersection.""",['LaneFollow']
"""Merge onto the highway and LaneFollow behind the yellow truck.""",['LaneFollow']
"""LaneFollow the guidance of your navigation system to reach your desired destination.""",['LaneFollow']
"""Keep LaneFollowing until you see the street sign.""",['LaneFollow']
"""Merge into the left lane and LaneFollow the upcoming left turn.""",['LaneFollow']
"""Stay in your lane and LaneFollow through the construction zone.""",['LaneFollow']
"""Switch to the""",['LaneFollow']
"""At the intersection, LaneFollow the vehicles in the middle lane.""",['LaneFollow']
"""LaneFollow the road markings to stay within your lane while driving through the construction zone.""",['LaneFollow']
"""LaneFollow the road signs for upcoming lane closures.""",['LaneFollow']
"""Be attentive and LaneFollow along the busy street.""",['LaneFollow']
"""Adjust your LaneFollow settings for optimal performance.""",['LaneFollow']
"""LaneFollow as you continue along the highway.""",['LaneFollow']
"""Coordinate with other drivers to LaneFollow in sync.""",['LaneFollow']
"""Maintain a safe speed while LaneFollowing near the school zone.""",['LaneFollow']
"""Adjust your speed and LaneFollow on the curved roadway.""",['LaneFollow']
"""Navigate the roundabout and LaneFollow to your exit.""",['LaneFollow']
"""Utilize LaneFollow for precise lane adjustments.""",['LaneFollow']
"""Maintain your lane and LaneFollow until you reach the stop sign.""",['LaneFollow']
"""Stay in the middle lane and LaneFollow the bend.""",['LaneFollow']
"""Use LaneFollow to navigate the hairpin curve ahead.""",['LaneFollow']
"""LaneFollow and be prepared for sudden stops.""",['LaneFollow']
"""Enhance your lane keeping skills with LaneFollow.""",['LaneFollow']
"""LaneFollow the vehicle in front of you to match their speed when merging onto the highway.""",['LaneFollow']
"""Position your vehicle properly to LaneFollow through the turn.""",['LaneFollow']
"""LaneFollow the lane changes for a smoother drive.""",['LaneFollow']
"""Activate your LaneFollow assist feature to help you maintain a safe distance from other vehicles.""",['LaneFollow']
"""Follow the road signs while LaneFollowing.""",['LaneFollow']
"""LaneFollow to navigate through the city streets.""",['LaneFollow']
"""LaneFollow the cyclist ahead of you to maintain a safe distance while passing.""",['LaneFollow']
"""Anticipate the merge ahead and LaneFollow accordingly.""",['LaneFollow']
"""Adjust your following distance as you LaneFollow.""",['LaneFollow']
"""Adjust your speed to LaneFollow safely in heavy traffic.""",['LaneFollow']
"""Adjust your position and LaneFollow to avoid the construction debris.""",['LaneFollow']
"""Stay patient and LaneFollow the slower vehicles.""",['LaneFollow']
"""Signal your turns and LaneFollow the upcoming curves.""",['LaneFollow']
"""Adjust your speed as needed to LaneFollow smoothly.""",['LaneFollow']
"""Stick to the left lane and LaneFollow the upcoming curve.""",['LaneFollow']
"""Maintain a safe distance and LaneFollow behind the emergency vehicles.""",['LaneFollow']
"""Stay in your lane and LaneFollow through the roundabout.""",['LaneFollow']
"""Switch lanes and LaneFollow to make way for merging cars.""",['LaneFollow']
"""Adjust your following distance with LaneFollow recommendations.""",['LaneFollow']
"""LaneFollow the road alignment.""",['LaneFollow']
"""Merge smoothly and LaneFollow the highway traffic.""",['LaneFollow']
"""LaneFollow to give space to cyclists on the shoulder.""",['LaneFollow']
"""Follow the LaneFollow markers on the road to navigate through the construction zone.""",['LaneFollow']
"""Stick to the center lane and LaneFollow the road's direction.""",['LaneFollow']
"""Follow the lane markings to merge onto the highway.""",['LaneFollow']
"""LaneFollow and adjust your speed for road conditions.""",['LaneFollow']
"""After the traffic circle, LaneFollow into the left lane.""",['LaneFollow']
"""Continue LaneFollowing after the next stop sign.""",['LaneFollow']
"""Stay focused and LaneFollow the road markings to prevent any accidental lane changes.""",['LaneFollow']
"""LaneFollow to merge onto the on-ramp.""",['LaneFollow']
"""Merge left and LaneFollow to reach the next intersection.""",['LaneFollow']
"""LaneFollow and be mindful of road signs.""",['LaneFollow']
"""Maintain your position and LaneFollow past the school pickup.""",['LaneFollow']
"""LaneFollow the direction of the road signs.""",['LaneFollow']
"""Engage LaneFollow for enhanced lane keeping assistance.""",['LaneFollow']
"""Ensure safe lane merges with LaneFollow activated.""",['LaneFollow']
"""LaneFollow the driving patterns around you.""",['LaneFollow']
"""Merge left and LaneFollow to pass the slower-moving vehicles.""",['LaneFollow']
"""Stay in the left""",['LaneFollow']
"""Be prepared to LaneFollow when merging onto the freeway.""",['LaneFollow']
"""Stay in the left lane and LaneFollow towards the roundabout.""",['LaneFollow']
"""LaneFollow and be alert for children playing near the road.""",['LaneFollow']
"""Carefully LaneFollow to avoid obstacles on the road.""",['LaneFollow']
"""LaneFollow while passing the school zone.""",['LaneFollow']
"""When exiting the roundabout, LaneFollow to the right.""",['LaneFollow']
"""Check your blind spot before LaneFollowing to switch lanes.""",['LaneFollow']
"""Stay within the designated lane with LaneFollow engaged.""",['LaneFollow']
"""Maintain your focus and LaneFollow the route.""",['LaneFollow']
"""Be mindful of cyclists when LaneFollowing through the bike lane.""",['LaneFollow']
"""LaneFollow the signs for the city center.""",['LaneFollow']
"""Switch to the right lane and LaneFollow onto the freeway.""",['LaneFollow']
"""When approaching the roundabout, LaneFollow the traffic flow and yield to oncoming vehicles.""",['LaneFollow']
"""Signal early when LaneFollowing to the exit ramp.""",['LaneFollow']
"""Obey the signals and LaneFollow the detour signs.""",['LaneFollow']
"""Adjust your speed and LaneFollow to match the speed of the vehicles around you.""",['LaneFollow']
"""Signal early when LaneFollowing onto the off-ramp.""",['LaneFollow']
"""Adjust your speed for safe LaneFollowing through the residential neighborhood.""",['LaneFollow']
"""Turn on your LaneFollow assist system to help you stay centered within your lane.""",['LaneFollow']
"""Use the right turn lane to LaneFollow the turning point.""",['LaneFollow']
"""Follow the lane to stay on the highway.""",['LaneFollow']
"""Merge and LaneFollow the traffic ahead.""",['LaneFollow']
"""Remember to LaneFollow to avoid abrupt lane changes.""",['LaneFollow']
"""Switch lanes and LaneFollow the new lane's direction.""",['LaneFollow']
"""Keep LaneFollowing until you see the streetlight.""",['LaneFollow']
"""Stay centered in your lane and LaneFollow carefully.""",['LaneFollow']
"""Follow the road markings and LaneFollow in the correct lane.""",['LaneFollow']
"""Switch lanes and LaneFollow behind the delivery vehicle.""",['LaneFollow']
"""Follow the road markings and LaneFollow through the intersection.""",['LaneFollow']
"""Change lanes cautiously and LaneFollow the traffic flow.""",['LaneFollow']
"""Merge into the right lane and LaneFollow beyond the construction zone.""",['LaneFollow']
"""LaneFollow the painted arrows on the road to stay in the correct lane during the lane shift.""",['LaneFollow']
"""Keep your vehicle centered using LaneFollow.""",['LaneFollow']
"""Use your turn signals when LaneFollowing to the left.""",['LaneFollow']
"""Be prepared to LaneFollow when the road narrows ahead.""",['LaneFollow']
"""Make sure to LaneFollow to avoid a collision.""",['LaneFollow']
"""Maintain a consistent speed and LaneFollow smoothly.""",['LaneFollow']
"""LaneFollow the detour route to bypass the accident.""",['LaneFollow']
"""Stay in the middle lane for efficient LaneFollowing on the expressway.""",['LaneFollow']
"""Stay vigilant while LaneFollowing in urban areas.""",['LaneFollow']
"""Change lanes smoothly to LaneFollow to the exit ramp.""",['LaneFollow']
"""Prepare to LaneFollow at the upcoming fork in the road.""",['LaneFollow']
"""Respect the speed limit while you LaneFollow on the freeway.""",['LaneFollow']
"""Stay in your lane and LaneFollow to avoid the road closures.""",['LaneFollow']
"""Stay in the left lane and LaneFollow after the roundabout.""",['LaneFollow']
"""Use LaneFollow to avoid the debris on the road.""",['LaneFollow']
"""Use your indicators when LaneFollowing to switch lanes.""",['LaneFollow']
"""Merge into the left lane and LaneFollow around the curve.""",['LaneFollow']
"""Use caution and LaneFollow when crossing the bridge.""",['LaneFollow']
"""LaneFollow as the road curves to the right.""",['LaneFollow']
"""LaneFollow as the road narrows to one lane.""",['LaneFollow']
"""Switch to LaneFollow for hands-free lane centering.""",['LaneFollow']
"""LaneFollow and yield to oncoming vehicles.""",['LaneFollow']
"""LaneFollow and watch for pedestrians at crosswalks.""",['LaneFollow']
"""Merge into the carpool lane and LaneFollow the commuter route.""",['LaneFollow']
"""Check your blind spot before LaneFollowing to the right.""",['LaneFollow']
"""Trust LaneFollow to keep you on the right track.""",['LaneFollow']
"""Use LaneFollow to maintain a steady speed.""",['LaneFollow']
"""Prepare to LaneFollow when navigating the narrow street.""",['LaneFollow']
"""LaneFollow in heavy traffic to maintain a steady pace.""",['LaneFollow']
"""Navigate the interchange by LaneFollow the directional signs.""",['LaneFollow']
"""LaneFollow and exit onto the highway.""",['LaneFollow']
"""LaneFollow to avoid obstacles on the road.""",['LaneFollow']
"""Drive defensively and LaneFollow the changing lanes.""",['LaneFollow']
"""LaneFollow and be mindful of sudden stops.""",['LaneFollow']
"""Merge left and LaneFollow the vehicles ahead.""",['LaneFollow']
"""Merge right and LaneFollow to allow room for merging traffic.""",['LaneFollow']
"""LaneFollow and be aware of vehicles entering the roadway.""",['LaneFollow']
"""Continue to LaneFollow as you navigate the parking lot.""",['LaneFollow']
"""Stay focused and LaneFollow the road signs indicating a sharp curve ahead.""",['LaneFollow']
"""Continue LaneFollowing as the road narrows ahead.""",['LaneFollow']
"""LaneFollow and be courteous to other drivers.""",['LaneFollow']
"""Merge with caution and LaneFollow into the flow of traffic.""",['LaneFollow']
"""Use your mirrors to help you LaneFollow effectively.""",['LaneFollow']
"""Stay in your lane and LaneFollow as you approach the highway exit.""",['LaneFollow']
"""LaneFollow the marked lanes through the construction zone.""",['LaneFollow']
"""Keep a steady pace while LaneFollowing through the residential area.""",['LaneFollow']
"""LaneFollow and be prepared for road closures.""",['LaneFollow']
"""Signal well in advance when LaneFollowing into the parking lot.""",['LaneFollow']
"""Follow the signage and LaneFollow towards the city center.""",['LaneFollow']
"""Adjust your position and LaneFollow to avoid the pothole.""",['LaneFollow']
"""Keep LaneFollow to safely pass the joggers on the side of the road.""",['LaneFollow']
"""Yield to pedestrians and LaneFollow near the school zone.""",['LaneFollow']
"""Use your turn signal before LaneFollow to the right.""",['LaneFollow']
"""Stay in LaneFollow mode for seamless lane changes.""",['LaneFollow']
"""Stay in your lane and LaneFollow as the road winds.""",['LaneFollow']
"""Ensure a safe distance and LaneFollow behind the vehicle ahead.""",['LaneFollow']
"""Follow the traffic flow and LaneFollow in synchronization with other vehicles.""",['LaneFollow']
"""Signal early and LaneFollow into the left turn lane.""",['LaneFollow']
"""Yield to oncoming traffic and LaneFollow at the crossroads.""",['LaneFollow']
"""Check for clearance before LaneFollow under the low bridge.""",['LaneFollow']
"""Keep LaneFollowing as you approach the toll booth.""",['LaneFollow']
"""Keep LaneFollowing near the waterfront.""",['LaneFollow']
"""Drive straight ahead and LaneFollow on the main road.""",['LaneFollow']
"""Approach the roundabout and LaneFollow to the left.""",['LaneFollow']
"""Use LaneFollow to navigate the winding country road.""",['LaneFollow']
"""Follow the curve and LaneFollow around the bend.""",['LaneFollow']
"""Keep a safe distance and LaneFollow behind the car ahead.""",['LaneFollow']
"""Stay alert and LaneFollow through the busy city traffic.""",['LaneFollow']
"""Observe road signs and LaneFollow accordingly.""",['LaneFollow']
"""LaneFollow until you reach the next traffic light.""",['LaneFollow']
"""LaneFollow alongside the mountain for the next few miles.""",['LaneFollow']
"""Watch for cyclists while LaneFollowing through the bike path.""",['LaneFollow']
"""Continue to LaneFollow as the road merges with another highway.""",['LaneFollow']
"""Proceed with LaneFollow as you pass the toll booth.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the detour route.""",['LaneFollow']
"""LaneFollow the dotted line on the road.""",['LaneFollow']
"""Be aware of your surroundings and LaneFollow on the narrow street.""",['LaneFollow']
"""Use LaneFollow to navigate through the construction zone.""",['LaneFollow']
"""Merge onto the freeway and LaneFollow behind the black sedan.""",['LaneFollow']
"""Drive smoothly with LaneFollow assistance.""",['LaneFollow']
"""Be prepared to LaneFollow as the road merges into one lane.""",['LaneFollow']
"""LaneFollow and be cautious of vehicles backing out of driveways.""",['LaneFollow']
"""LaneFollow and be cautious of animals crossing the road.""",['LaneFollow']
"""Follow the flow of traffic and LaneFollow accordingly.""",['LaneFollow']
"""After the bridge, LaneFollow onto the ramp.""",['LaneFollow']
"""Stick to the center lane and LaneFollow the roadway.""",['LaneFollow']
"""LaneFollow through the narrow street.""",['LaneFollow']
"""LaneFollow the flow of traffic through the intersection.""",['LaneFollow']
"""Keep a safe speed and LaneFollow while approaching the curve.""",['LaneFollow']
"""Check your mirrors before LaneFollowing to the left.""",['LaneFollow']
"""Switch lanes and LaneFollow to reach the upcoming rest area.""",['LaneFollow']
"""Stay aware of changing road conditions as you LaneFollow.""",['LaneFollow']
"""Follow the GPS instructions to LaneFollow correctly.""",['LaneFollow']
"""Signal your turn and LaneFollow into the turning lane.""",['LaneFollow']
"""Obey traffic signals while LaneFollowing through the intersection.""",['LaneFollow']
"""Activate LaneFollow for precise lane guidance.""",['LaneFollow']
"""Take the left lane and LaneFollow into the upcoming facility.""",['LaneFollow']
"""Stick to the center lane and LaneFollow the road ahead.""",['LaneFollow']
"""Stay focused and LaneFollow carefully.""",['LaneFollow']
"""LaneFollow to let the ambulance pass.""",['LaneFollow']
"""Switch lanes and LaneFollow behind the delivery van.""",['LaneFollow']
"""Check your mirrors and LaneFollow the merging traffic.""",['LaneFollow']
"""Merge smoothly while LaneFollowing onto the entrance ramp.""",['LaneFollow']
"""When entering the parking garage, LaneFollow the arrows indicating the direction to available spots.""",['LaneFollow']
"""Use the left lane to LaneFollow the upcoming interchange.""",['LaneFollow']
"""Merge into the right lane for LaneFollowing towards the industrial area.""",['LaneFollow']
"""LaneFollow and follow the flow of traffic.""",['LaneFollow']
"""Observe the road signs and LaneFollow accordingly.""",['LaneFollow']
"""Adjust your speed and LaneFollow to match the flow of traffic.""",['LaneFollow']
"""Stay in your lane and LaneFollow as the road bends to the left.""",['LaneFollow']
"""Remember to LaneFollow within the speed limit.""",['LaneFollow']
"""Transition to the express lane and LaneFollow the highway speed.""",['LaneFollow']
"""Remain in your lane and LaneFollow through the crosswalk.""",['LaneFollow']
"""Use your turn signal before LaneFollowing into the right lane.""",['LaneFollow']
"""Use LaneFollow to navigate the hairpin turn ahead.""",['LaneFollow']
"""LaneFollow the center lane to prepare for the upcoming left turn.""",['LaneFollow']
"""Stick to the right lane and LaneFollow the upcoming exit.""",['LaneFollow']
"""Concentrate and LaneFollow the road layout.""",['LaneFollow']
"""LaneFollow and anticipate lane closures ahead.""",['LaneFollow']
"""LaneFollow through the curve to the left.""",['LaneFollow']
"""LaneFollow and yield to pedestrians at the crosswalk.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the foggy conditions.""",['LaneFollow']
"""Stay alert while LaneFollowing on the busy street.""",['LaneFollow']
"""Turn on your indicator and LaneFollow around the accident scene.""",['LaneFollow']
"""Use LaneFollow to safely merge with the flow of traffic.""",['LaneFollow']
"""Keep LaneFollow to safely pass the delivery truck on the right.""",['LaneFollow']
"""Follow the road markings accurately with LaneFollow.""",['LaneFollow']
"""Yield to oncoming traffic and LaneFollow at the intersection.""",['LaneFollow']
"""LaneFollow and be mindful of overhead pedestrian crossings.""",['LaneFollow']
"""Follow the detour signs and LaneFollow through the temporary route.""",['LaneFollow']
"""Continue LaneFollowing past the bus station.""",['LaneFollow']
"""Position yourself properly to LaneFollow through the construction zone.""",['LaneFollow']
"""LaneFollow the curve ahead.""",['LaneFollow']
"""Stay in the far right lane and LaneFollow the exit ramp.""",['LaneFollow']
"""Keep LaneFollow to safely pass the farm equipment on the road.""",['LaneFollow']
"""Switch lanes and LaneFollow to allow for the upcoming road closure.""",['LaneFollow']
"""Merge into the middle lane and LaneFollow through the intersection.""",['LaneFollow']
"""LaneFollow to maintain a safe distance from the vehicle ahead.""",['LaneFollow']
"""Signal your intention before LaneFollowing to make a lane change.""",['LaneFollow']
"""Drive defensively and LaneFollow the unexpected maneuvers.""",['LaneFollow']
"""LaneFollow and be alert for road debris.""",['LaneFollow']
"""Maintain your lane and LaneFollow at the upcoming junction.""",['LaneFollow']
"""Stay in the right lane and LaneFollow the upcoming sharp curve.""",['LaneFollow']
"""Obey the road signs and LaneFollow the proper lanes.""",['LaneFollow']
"""Stay in your lane and LaneFollow until you reach the bridge.""",['LaneFollow']
"""Maintain lane discipline with LaneFollow activated.""",['LaneFollow']
"""Follow the lane markings to make a U-turn at the next street.""",['LaneFollow']
"""Adjust your speed and LaneFollow the changing speed limits.""",['LaneFollow']
"""LaneFollow to keep pace with the flow of traffic.""",['LaneFollow']
"""LaneFollow and be alert for construction equipment on the road.""",['LaneFollow']
"""Maintain your lane and LaneFollow past the school bus.""",['LaneFollow']
"""LaneFollow the detour signs while the main road is closed for repairs.""",['LaneFollow']
"""LaneFollow as traffic merges from the right.""",['LaneFollow']
"""Keep both hands on the wheel as you LaneFollow through the turns.""",['LaneFollow']
"""LaneFollow to follow the detour route.""",['LaneFollow']
"""Signal your turn and LaneFollow onto the exit ramp.""",['LaneFollow']
"""Maintain a proper LaneFollowing position within your lane.""",['LaneFollow']
"""Adjust your speed and LaneFollow the road curvature to navigate the mountain road safely.""",['LaneFollow']
"""LaneFollow to give way to emergency vehicles.""",['LaneFollow']
"""Continue LaneFollowing past the rest area.""",['LaneFollow']
"""Use your turn signal and LaneFollow the lane change.""",['LaneFollow']
"""Follow the designated route and LaneFollow along the highway.""",['LaneFollow']
"""Merge into the left lane and LaneFollow the slow-moving traffic.""",['LaneFollow']
"""Stick to the left lane and LaneFollow the nearby neighborhood.""",['LaneFollow']
"""LaneFollow and be cautious of uneven road surfaces.""",['LaneFollow']
"""Check your surroundings before LaneFollow into the parking lot.""",['LaneFollow']
"""LaneFollow to make room for emergency vehicles.""",['LaneFollow']
"""LaneFollow alongside the park for the next few blocks.""",['LaneFollow']
"""Maintain a constant speed and LaneFollow on the straight road.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the industrial zone.""",['LaneFollow']
"""LaneFollow and watch for changing road signs.""",['LaneFollow']
"""Watch for pedestrians while LaneFollowing in the downtown area.""",['LaneFollow']
"""Keep an eye out for the exit signs as you LaneFollow.""",['LaneFollow']
"""LaneFollow to avoid cutting off other drivers.""",['LaneFollow']
"""Keep an eye on your surroundings and LaneFollow the traffic patterns.""",['LaneFollow']
"""Keep LaneFollow to safely navigate the busy intersection.""",['LaneFollow']
"""Follow the lane markings to make a right turn at the intersection.""",['LaneFollow']
"""Continue LaneFollowing on the overpass.""",['LaneFollow']
"""Stay in the right lane to LaneFollow towards the shopping center.""",['LaneFollow']
"""Follow the lane to make a right turn at the traffic light.""",['LaneFollow']
"""Maintain proper lane alignment with LaneFollow engaged.""",['LaneFollow']
"""Follow the overhead signals and LaneFollow the next junction.""",['LaneFollow']
"""Switch to the middle lane and LaneFollow the upcoming intersection.""",['LaneFollow']
"""Signal your intention to LaneFollow and check your blind spot.""",['LaneFollow']
"""Adapt your speed and LaneFollow the congested area.""",['LaneFollow']
"""Remember to LaneFollow even in inclement weather.""",['LaneFollow']
"""LaneFollow and be aware of speed limit changes.""",['LaneFollow']
"""Turn on your blinker and LaneFollow into the turn lane.""",['LaneFollow']
"""Stay in the right lane and LaneFollow to reach the off-ramp.""",['LaneFollow']
"""LaneFollow as you pass the construction site.""",['LaneFollow']
"""Keep an eye on the road markings for LaneFollowing guidance.""",['LaneFollow']
"""Maintain a consistent speed and LaneFollow along the expressway.""",['LaneFollow']
"""Check your blind spot before changing lanes to LaneFollow.""",['LaneFollow']
"""Activate LaneFollow for improved lane tracking.""",['LaneFollow']
"""Enter LaneFollow mode to ensure safe driving.""",['LaneFollow']
"""Stay alert while LaneFollowing in changing traffic patterns.""",['LaneFollow']
"""Switch lanes and LaneFollow next to the bike path.""",['LaneFollow']
"""LaneFollow the lane changes for a hassle-free drive.""",['LaneFollow']
"""Transition smoothly and LaneFollow into the left lane.""",['LaneFollow']
"""Watch for merging vehicles as you LaneFollow on the highway.""",['LaneFollow']
"""LaneFollow and watch for cyclists on the shoulder.""",['LaneFollow']
"""LaneFollow behind the school bus.""",['LaneFollow']
"""Make sure to LaneFollow the speed limit as you enter the school zone.""",['LaneFollow']
"""LaneFollow and watch for pedestrians crossing.""",['LaneFollow']
"""Adjust your position and LaneFollow to avoid the potholes.""",['LaneFollow']
"""LaneFollow the car in front of you as you approach the toll booth.""",['LaneFollow']
"""LaneFollow and be cautious of merging vehicles.""",['LaneFollow']
"""Follow the digital maps and LaneFollow the next road.""",['LaneFollow']
"""Accelerate smoothly and LaneFollow onto the highway.""",['LaneFollow']
"""Navigate the roundabout and LaneFollow the circular path.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the residential area.""",['LaneFollow']
"""Engage LaneFollow for smooth driving on the straight road.""",['LaneFollow']
"""Maintain LaneFollow as you drive through the school zone.""",['LaneFollow']
"""LaneFollow the outer lane to exit the roundabout.""",['LaneFollow']
"""Stay in the right lane and LaneFollow to avoid the potholes.""",['LaneFollow']
"""Navigate through intersections with LaneFollow assistance.""",['LaneFollow']
"""LaneFollow the flow of traffic.""",['LaneFollow']
"""Follow the arrows and LaneFollow to navigate the parking garage.""",['LaneFollow']
"""Transition to the express toll lane and LaneFollow the highway route.""",['LaneFollow']
"""Follow the overhead signs and LaneFollow the upcoming exit.""",['LaneFollow']
"""Keep a safe following distance and LaneFollow behind the minivan.""",['LaneFollow']
"""Mind the pedestrians and LaneFollow near the crosswalk.""",['LaneFollow']
"""LaneFollow smoothly through the tunnel.""",['LaneFollow']
"""Switch lanes when safe and LaneFollow the carpool lane to save time in traffic.""",['LaneFollow']
"""Use the left turn lane to LaneFollow the upcoming left turn.""",['LaneFollow']
"""Drive cautiously and LaneFollow near the school zone.""",['LaneFollow']
"""Remember to LaneFollow the directions provided by the GPS to reach your destination.""",['LaneFollow']
"""Follow the signs and LaneFollow to reach the scenic overlook.""",['LaneFollow']
"""Switch to LaneFollow mode on the city streets.""",['LaneFollow']
"""Keep an eye out for pedestrians while LaneFollowing.""",['LaneFollow']
"""Check your blind spot before LaneFollowing to overtake.""",['LaneFollow']
"""LaneFollow and watch for vehicles entering the highway.""",['LaneFollow']
"""LaneFollow and look out for road markings.""",['LaneFollow']
"""Adhere to the road signs and LaneFollow the designated path.""",['LaneFollow']
"""LaneFollow and be mindful of cyclists on the road.""",['LaneFollow']
"""LaneFollow to maintain a consistent speed.""",['LaneFollow']
"""Stay patient and LaneFollow in congested areas.""",['LaneFollow']
"""Use LaneFollow for improved lane tracking capabilities.""",['LaneFollow']
"""Be aware of the merging lane and LaneFollow smoothly.""",['LaneFollow']
"""Keep an eye out for pedestrians and LaneFollow near the crosswalk.""",['LaneFollow']
"""Maintain a safe distance and LaneFollow behind the cyclist.""",['LaneFollow']
"""Remember to LaneFollow the speed limit signs to avoid any potential fines.""",['LaneFollow']
"""Switch to LaneFollow for accurate lane keeping.""",['LaneFollow']
"""Remember to LaneFollow when overtaking slower vehicles.""",['LaneFollow']
"""LaneFollow to align with the road markings.""",['LaneFollow']
"""Make sure to LaneFollow when changing lanes.""",['LaneFollow']
"""LaneFollow smoothly through the intersection.""",['LaneFollow']
"""LaneFollow to maintain a smooth flow of traffic.""",['LaneFollow']
"""LaneFollow as the road curves to the left.""",['LaneFollow']
"""LaneFollow and be mindful of road markings.""",['LaneFollow']
"""Ensure to LaneFollow the road markings to stay in the correct lane during the lane merge.""",['LaneFollow']
"""Follow the LaneFollow markings on the pavement.""",['LaneFollow']
"""Stay focused and LaneFollow with caution.""",['LaneFollow']
"""Keep right and LaneFollow onto the designated lane.""",['LaneFollow']
"""Prepare to LaneFollow as you enter the tunnel.""",['LaneFollow']
"""Merge into the right lane and LaneFollow for the upcoming construction zone.""",['LaneFollow']
"""Stay on the outer lane and LaneFollow around the roundabout.""",['LaneFollow']
"""Navigate sharp curves with LaneFollow engaged.""",['LaneFollow']
"""LaneFollow and obey traffic signals.""",['LaneFollow']
"""LaneFollow and be prepared for unexpected obstacles.""",['LaneFollow']
"""Switch lanes and LaneFollow behind the delivery truck.""",['LaneFollow']
"""Use LaneFollow to navigate the winding mountain road.""",['LaneFollow']
"""Move with caution and LaneFollow the construction zone.""",['LaneFollow']
"""Observe the LaneFollow feature on your dashboard to ensure you are in the center of your lane.""",['LaneFollow']
"""Use caution when LaneFollow through the blind curve.""",['LaneFollow']
"""Double-check your blind spots before LaneFollowing to the right.""",['LaneFollow']
"""Maintain a steady speed and LaneFollow on the open road.""",['LaneFollow']
"""Be prepared to LaneFollow after the upcoming pedestrian crossing.""",['LaneFollow']
"""Stay focused while LaneFollowing in heavy traffic.""",['LaneFollow']
"""LaneFollow and use your turn signals when changing lanes.""",['LaneFollow']
"""Keep a safe distance from the vehicle in front while you LaneFollow.""",['LaneFollow']
"""Scan your surroundings while LaneFollowing to anticipate hazards.""",['LaneFollow']
"""Make a controlled lane change to LaneFollow to the middle lane.""",['LaneFollow']
"""Merge into the carpool lane and LaneFollow the designated path.""",['LaneFollow']
"""Keep your distance and LaneFollow the traffic flow to prevent sudden braking situations.""",['LaneFollow']
"""LaneFollow and check your blind spots before changing lanes.""",['LaneFollow']
"""Optimize your LaneFollow system for maximum efficiency.""",['LaneFollow']
"""LaneFollow until you reach the highway entrance.""",['LaneFollow']
"""LaneFollow and be prepared for a lane merge.""",['LaneFollow']
"""Use LaneFollow for consistent lane tracking.""",['LaneFollow']
