instruction,action
"""Follow the direction that's not left.""",['Right']
"""Navigate towards the eastern path.""",['Right']
"""Make a right turn towards the east.""",['Right']
"""Drive in the direction where the sun is setting.""",['Right']
"""Drive towards the eastern horizon.""",['Right']
"""Move in the direction that is not left.""",['Right']
"""Head towards the side where the sun's ascent shines.""",['Right']
"""Take a turn towards the side facing the sunrise at the next bend.""",['Right']
"""Turn right at the corner of the block.""",['Right']
"""Navigate towards the side that's opposite to the left.""",['Right']
"""Head towards the eastern skyline at the upcoming junction.""",['Right']
"""Take a turn in the direction of the eastern horizon at the upcoming junction.""",['Right']
"""Go in the direction of the eastern landscape.""",['Right']
"""Turn towards the starboard lane.""",['Right']
"""Proceed on the path leading to the side where the sun rises.""",['Right']
"""Curve to the eastward direction.""",['Right']
"""Take a turn towards the east.""",['Right']
"""Take the road that goes in the direction of the sunrise.""",['Right']
"""Steer to the right-hand side when you reach the roundabout.""",['Right']
"""Shift to the side that's not left.""",['Right']
"""Head east at the upcoming crossroad.""",['Right']
"""Go towards the side where the morning light shines.""",['Right']
"""Turn towards the side with the sunrise.""",['Right']
"""Follow the path leading towards the east at the upcoming street junction.""",['Right']
"""Follow the route that veers starboard.""",['Right']
"""Go towards the place where the morning sun shines.""",['Right']
"""Go to the side where the morning sky brightens.""",['Right']
"""Drive towards the eastward direction at the next turn.""",['Right']
"""Merge into the lane heading towards the side where the sun rises at the next junction.""",['Right']
"""Turn your vehicle to the starboard.""",['Right']
"""Turn to the starboard side.""",['Right']
"""Navigate your way towards the side where the darkness envelops at the next junction.""",['Right']
"""Maneuver your car to the correct side.""",['Right']
"""Make a turn towards the side facing the eastern sky at the next street.""",['Right']
"""Continue on the route that heads to the eastward direction.""",['Right']
"""Proceed on the route facing the rising sun.""",['Right']
"""Take a turn towards the side that goes in the direction of the sunrise.""",['Right']
"""Turn to the east side.""",['Right']
"""Drive in the direction that goes to the side where the sun sets.""",['Right']
"""Go to the side where the morning breaks.""",['Right']
"""Veer towards the direction of the rising sun.""",['Right']
"""Drive in the direction that heads to the east.""",['Right']
"""Make a sharp right turn at the upcoming junction.""",['Right']
"""Drive in the direction of the morning sun.""",['Right']
"""Drive in the direction that leads to the side opposite to the left.""",['Right']
"""Shift to the clockwise direction.""",['Right']
"""Drive towards the side that's facing the right.""",['Right']
"""Drive towards the side where the new day starts.""",['Right']
"""Steer to the right-hand side of the road.""",['Right']
"""Head in the direction of the early morning light.""",['Right']
"""Take a turn towards the right-hand side.""",['Right']
"""Drive towards the rightward direction at the next corner.""",['Right']
"""Head in the eastward direction at the upcoming turn-off.""",['Right']
"""Shift towards the sunrise direction at the upcoming traffic light.""",['Right']
"""Proceed in the direction opposite of left at the upcoming round""",['Right']
"""Navigate in the direction of the sunrise.""",['Right']
"""Head in the clockwise motion.""",['Right']
"""Turn towards the direction of the awakening day.""",['Right']
"""Head towards the side that's not left.""",['Right']
"""Make a lateral movement to the correct side.""",['Right']
"""Take a turn towards the side with the dawn.""",['Right']
"""Proceed in the clockwise manner towards the east.""",['Right']
"""Proceed towards the side where daylight breaks.""",['Right']
"""Drive on the path leading to the right.""",['Right']
"""Turn towards the east side of the road at the upcoming intersection.""",['Right']
"""Proceed towards the side of the rising sun.""",['Right']
"""Steer to the side that's not on the left.""",['Right']
"""Head in the direction of the east.""",['Right']
"""Proceed on the eastern route.""",['Right']
"""Keep to the right side to continue on the road.""",['Right']
"""Continue in the clockwise direction.""",['Right']
"""Take the road leading to the sunrise direction.""",['Right']
"""Curve towards the eastern breeze at the upcoming roundabout.""",['Right']
"""Make a turn towards the east at the upcoming junction.""",['Right']
"""Head in the direction that's not left.""",['Right']
"""Continue on the path leading towards the side of the sunset.""",['Right']
"""Stay on the side where the sun sets.""",['Right']
"""Navigate towards the eastward direction at the next fork.""",['Right']
"""Steer to the east side of the street.""",['Right']
"""Head in the direction opposite of left at the next crossroads.""",['Right']
"""Go towards the side where the day begins.""",['Right']
"""Take the road that veers towards the eastern twilight at the upcoming crossroads.""",['Right']
"""Make a sharp turn to the side that's not left.""",['Right']
"""Proceed towards the side where the night embraces the earth at the next turn.""",['Right']
"""Move to the side that's not left.""",['Right']
"""Follow the road leading to the right.""",['Right']
"""Go in the direction that indicates the morning has arrived.""",['Right']
"""Drive in the direction of the sun's first appearance.""",['Right']
"""Maneuver your vehicle in the rightward direction.""",['Right']
"""Direct your vehicle to the east side.""",['Right']
"""Head towards the eastern end of the street.""",['Right']
"""Drive in the direction opposite to the left.""",['Right']
"""Drive towards the region where the day begins.""",['Right']
"""Take the next exit in a starboard direction.""",['Right']
"""Navigate your way towards the side with the setting sun.""",['Right']
"""Head towards the eastward direction at the upcoming intersection.""",['Right']
"""Steer towards the sunrise as you approach the intersection.""",['Right']
"""Turn to the side that faces the early morning sun.""",['Right']
"""Go in the direction opposite to the left.""",['Right']
"""Make a movement towards the right-hand lane.""",['Right']
"""Take a turn towards the side that signifies the right direction.""",['Right']
"""Head to the side that is not left.""",['Right']
"""Follow the road as it bends towards the east where the dawn emerges.""",['Right']
"""Proceed towards the eastern route at the next street.""",['Right']
"""Make a turn towards the eastward sky at the upcoming intersection.""",['Right']
"""Swerve towards the right side of the road.""",['Right']
"""Take a turn towards the starboard side at the next street.""",['Right']
"""Shift towards the side facing the morning sun at the next bend.""",['Right']
"""Proceed in the clockwise direction at the fork.""",['Right']
"""Make a turn towards the eastward night at the upcoming turn.""",['Right']
"""Head towards the starboard side at the intersection ahead.""",['Right']
"""Shift your route to the starboard side.""",['Right']
"""Follow the path that veers towards the side where the sun rises.""",['Right']
"""Navigate towards the direction of the eastern horizon.""",['Right']
"""Drive towards the right-hand side of the road.""",['Right']
"""Merge into the lane heading towards the side where the daylight begins at the next fork.""",['Right']
"""Go along the path that aligns with the eastern sunrise.""",['Right']
"""Drive on the side where the dawn emerges.""",['Right']
"""Head in the direction of the starboard side.""",['Right']
"""Proceed in the direction of the eastern star.""",['Right']
"""Navigate towards the starboard side.""",['Right']
"""Take a turn towards the east at the upcoming junction.""",['Right']
"""Proceed in the direction that's not left.""",['Right']
"""Drive in the direction where the dawn approaches.""",['Right']
"""Drive towards the right edge of the road.""",['Right']
"""Drive on the path leading to the side of the sunrise.""",['Right']
"""Make a sharp turn to the east.""",['Right']
"""Turn to the eastern side of the road.""",['Right']
"""Take the path leading towards the morning.""",['Right']
"""Move towards the eastern direction.""",['Right']
"""Steer towards the side of the sunset at the next junction.""",['Right']
"""Proceed in the direction where the sun sets.""",['Right']
"""Make a turn in the direction facing the sunrise.""",['Right']
"""Turn in the direction of the eastern sky.""",['Right']
"""Flow in sync with the vehicles around you.""",['LaneFollow']
"""Continue along the same path as the cars in your vicinity.""",['LaneFollow']
"""Adhere to the lane boundary on your right side.""",['LaneFollow']
"""Stay within the boundary of your lane.""",['LaneFollow']
"""Keep pace with the vehicles around you in your lane.""",['LaneFollow']
"""Drive in coordination with the traffic flow.""",['LaneFollow']
"""Maintain your position among the cars on your side.""",['LaneFollow']
"""Continue following the vehicle in front of you.""",['LaneFollow']
"""Maintain your position alongside the vehicles.""",['LaneFollow']
"""Drive in the middle of the lane ahead.""",['LaneFollow']
"""Keep in step with the cars traveling beside you.""",['LaneFollow']
"""Match the pace of the vehicles in the right-turn-only lane.""",['LaneFollow']
"""Follow the path outlined by the lane you are driving in.""",['LaneFollow']
"""Stay within the boundaries of your assigned lane.""",['LaneFollow']
"""Drive alongside the other cars.""",['LaneFollow']
"""Maintain your position relative to the cars alongside you.""",['LaneFollow']
"""Continue following the cars around you.""",['LaneFollow']
"""Travel in harmony with the surrounding drivers.""",['LaneFollow']
"""Adhere to the path of your lane.""",['LaneFollow']
"""Align your vehicle with the other cars on the bridge.""",['LaneFollow']
"""Follow the path, following the gentle curve to the right.""",['LaneFollow']
"""Keep in line with the lane divider on your right-hand side.""",['LaneFollow']
"""Navigate through the lane going straight.""",['LaneFollow']
"""Follow the pathway directly ahead.""",['LaneFollow']
"""Remain steady in the lane you are currently occupying.""",['LaneFollow']
"""Drive in tandem with the vehicles in the human-powered transport lane.""",['LaneFollow']
"""Move along with the traffic flow.""",['LaneFollow']
"""Continue driving in the same lane as now.""",['LaneFollow']
"""Align your speed with the cars in the adjacent lane as you approach the tunnel entrance.""",['LaneFollow']
"""Remain in the lane nearest to the pedestrian crossing.""",['LaneFollow']
"""Stay in tandem with the vehicles in your vicinity.""",['LaneFollow']
"""Stay on par with the cars in your lane.""",['LaneFollow']
"""Maintain your position within the lane.""",['LaneFollow']
"""Move in harmony with the cars on either side of you when passing the toll booth.""",['LaneFollow']
"""Continue in alignment with the traffic flow.""",['LaneFollow']
"""Stay in your current lane position.""",['LaneFollow']
"""Drive along the painted lines that define your lane.""",['LaneFollow']
"""Stay in the lane next to the lane marked for upcoming exits.""",['LaneFollow']
"""Continue driving alongside the other cars.""",['LaneFollow']
"""Stick to your lane like the cars around you.""",['LaneFollow']
"""Keep in line with the vehicles on your left.""",['LaneFollow']
"""Keep in step with the traffic in your lane.""",['LaneFollow']
"""Drive alongside the vehicles nearby.""",['LaneFollow']
"""Drive alongside the vehicles in the outermost lane.""",['LaneFollow']
"""Follow the same direction as the cars in your lane.""",['LaneFollow']
"""Drive in parallel with the surrounding traffic.""",['LaneFollow']
"""Remain within the designated lane.""",['LaneFollow']
"""Flow in unison with the traffic pattern.""",['LaneFollow']
"""Keep in step with the speed of the vehicles around you.""",['LaneFollow']
"""Stay in concert with the traffic flow.""",['LaneFollow']
"""Stay in alignment with the vehicles on the highway.""",['LaneFollow']
"""Drive alongside the vehicles in the leftmost lane, avoiding sudden lane changes.""",['LaneFollow']
"""Stay in the lane next to the shoulder.""",['LaneFollow']
"""Remain in the lane that leads straight ahead.""",['LaneFollow']
"""Drive parallel to the""",['LaneFollow']
"""Maintain your position in the rightmost lane.""",['LaneFollow']
"""Stick to the lane beside the construction zone.""",['LaneFollow']
"""Keep your position in line with the cars around you.""",['LaneFollow']
"""Stay within the parameters of your lane.""",['LaneFollow']
"""Remain in line with the traffic flow.""",['LaneFollow']
"""Align your vehicle with the traffic movement.""",['LaneFollow']
"""Follow the direction of the vehicles around you.""",['LaneFollow']
"""Follow the road as it gently bends to the left.""",['LaneFollow']
"""Travel in tandem with the neighboring drivers.""",['LaneFollow']
"""Follow the beat of the traffic.""",['LaneFollow']
"""Proceed in line with the vehicles on the avenue.""",['LaneFollow']
"""Maintain your position within the driving path.""",['LaneFollow']
"""Drive in harmony with the traffic.""",['LaneFollow']
"""Continue moving along with the traffic.""",['LaneFollow']
"""Align your vehicle with the traffic in the middle lane when passing the construction zone.""",['LaneFollow']
"""Follow the lead of the vehicles ahead in your lane.""",['LaneFollow']
"""Follow the rhythm of the traffic ahead.""",['LaneFollow']
"""Keep within the designated lane to facilitate smooth driving.""",['LaneFollow']
"""Stick to the inside lane as you approach the highway entrance.""",['LaneFollow']
"""Maintain your position in harmony with the vehicles around you.""",['LaneFollow']
"""Drive in unison with the vehicles beside you.""",['LaneFollow']
"""Keep in line with the vehicles in your vicinity.""",['LaneFollow']
"""Stay in line with the other vehicles.""",['LaneFollow']
"""Stay parallel to the cars in the adjacent lane as you approach the bridge.""",['LaneFollow']
"""Drive parallel to the vehicles on your left.""",['LaneFollow']
"""Stick to the line designated for your lane.""",['LaneFollow']
"""Align your car with the traffic in the rightmost lane.""",['LaneFollow']
"""Follow the direction of the traffic flow.""",['LaneFollow']
"""Match your speed with the vehicles ahead.""",['LaneFollow']
"""Remain in sync with the traffic in your lane.""",['LaneFollow']
"""Follow the trajectory of your lane.""",['LaneFollow']
"""Drive in parallel with the vehicles ahead.""",['LaneFollow']
"""Conform to the flow of traffic in your lane.""",['LaneFollow']
"""Travel in tandem with the flow of traffic.""",['LaneFollow']
"""Stay in the lane closest to the oncoming traffic.""",['LaneFollow']
"""Stay aligned with the road markings in the left-hand lane.""",['LaneFollow']
"""Continue alongside the vehicles in the adjacent lane.""",['LaneFollow']
"""Drive straight ahead while staying in your lane.""",['LaneFollow']
"""Stay within the boundaries of your lane of travel.""",['LaneFollow']
"""Follow the path veering slightly to the right.""",['LaneFollow']
"""Drive in sync with the other vehicles.""",['LaneFollow']
"""Stay in line with the cars on your right.""",['LaneFollow']
"""Stick with the vehicles ahead in your lane.""",['LaneFollow']
"""Keep in sync with the vehicles in your lane.""",['LaneFollow']
"""Follow the same path as the vehicles ahead.""",['LaneFollow']
"""Maintain a parallel course with the cars on the freeway.""",['LaneFollow']
"""Maintain your position in relation to the vehicles nearby.""",['LaneFollow']
"""Stick to the lane instructions on the road.""",['LaneFollow']
"""Continue in the lane that is furthest from the median.""",['LaneFollow']
"""Move alongside the flow of traffic.""",['LaneFollow']
"""Keep pace with the cars in the neighboring lane as you approach the roundabout.""",['LaneFollow']
"""Stick to the outermost lane to exit the highway.""",['LaneFollow']
"""Proceed in line with the vehicles on the busy street.""",['LaneFollow']
"""Adhere to the direction of the lane.""",['LaneFollow']
"""Continue following the designated path for your lane.""",['LaneFollow']
"""Drive alongside the vehicles surrounding you.""",['LaneFollow']
"""Keep in sync with the surrounding vehicles.""",['LaneFollow']
"""Keep in sync with the cars on the shoulder.""",['LaneFollow']
"""Stick to the lane nearest to the bus stops on the right.""",['LaneFollow']
"""Remain centered within your lane.""",['LaneFollow']
"""Stay in alignment with the cars on your side.""",['LaneFollow']
"""Stick with the alignment of the road.""",['LaneFollow']
"""Maintain your position beside the car in the right-hand lane as you approach the toll booth.""",['LaneFollow']
"""Stick to the lane direction.""",['LaneFollow']
"""Stick to the line designated for your lane like the other vehicles.""",['LaneFollow']
"""Stay side by side with the car in the right-hand lane as you approach the traffic lights.""",['LaneFollow']
"""Maintain your course in alignment with the traffic flow.""",['LaneFollow']
"""Proceed along the designated route.""",['LaneFollow']
"""Stay on course with the cars in the bus rapid transit-only lane.""",['LaneFollow']
"""Keep pace with the vehicle beside you on the freeway.""",['LaneFollow']
"""Drive in parallel with the cars around you.""",['LaneFollow']
"""Stick to the middle lane.""",['LaneFollow']
"""Drive alongside the vehicles in the leftmost lane.""",['LaneFollow']
"""Flow with the traffic movement.""",['LaneFollow']
"""Stay aligned with the vehicles on your right in this lane.""",['LaneFollow']
"""Drive parallel to the adjacent lane.""",['LaneFollow']
"""Proceed in alignment with the vehicles nearby.""",['LaneFollow']
"""Travel parallel to the vehicles on your left-hand side.""",['LaneFollow']
"""Drive smoothly in your current lane without deviating.""",['LaneFollow']
"""Align your car with the traffic in the carpool vehicle lane.""",['LaneFollow']
"""Continue in the lane closest to the edge.""",['LaneFollow']
"""Keep up with the alignment of the cars around you.""",['LaneFollow']
"""Remain in line with the vehicles ahead.""",['LaneFollow']
"""Drive alongside the cars around you.""",['LaneFollow']
"""Maintain your position in harmony with the cars on your side.""",['LaneFollow']
"""Move ahead in line with the traffic flow.""",['LaneFollow']
"""Stay consistent with the movement of the cars ahead.""",['LaneFollow']
"""Proceed in the same direction as the vehicles ahead.""",['LaneFollow']
"""Continue straight while staying within your lane.""",['LaneFollow']
"""Remain in the designated lane.""",['LaneFollow']
"""Maintain your alignment with the vehicles alongside you.""",['LaneFollow']
"""Adhere to the direction of the vehicles around you.""",['LaneFollow']
"""Maintain your course within the lane.""",['LaneFollow']
"""Drive while staying centered within your lane.""",['LaneFollow']
"""Match the flow of the vehicles alongside you.""",['LaneFollow']
"""Proceed in alignment with the cars ahead of you.""",['LaneFollow']
"""Adopt the path of the vehicles in the left-turn-only lane.""",['LaneFollow']
"""Conform to the direction of the road.""",['LaneFollow']
"""Stay in sync with the vehicles in your lane.""",['LaneFollow']
"""Follow the procession of cars around you.""",['LaneFollow']
"""Maintain your position relative to the other cars.""",['LaneFollow']
"""Keep in step with the cars traveling in the breakdown lane.""",['LaneFollow']
"""Stay within the confines of the lane marked by the dashed lines.""",['LaneFollow']
"""Stick to the lane that runs parallel to the shops on the right.""",['LaneFollow']
"""Keep up with the flow of cars in your lane.""",['LaneFollow']
"""Match your speed with the flow of traffic on the boulevard.""",['LaneFollow']
"""Stay on the same track as the vehicles in your lane.""",['LaneFollow']
"""Stay aligned with the vehicles in your lane.""",['LaneFollow']
"""Proceed in line with the""",['LaneFollow']
"""Drive in coherence with the vehicles around you.""",['LaneFollow']
"""Proceed in the lane that leads to your destination.""",['LaneFollow']
"""Drive parallel to the vehicles around you in your lane.""",['LaneFollow']
"""Proceed along the same path within your lane.""",['LaneFollow']
"""Flow with the rhythm of the traffic.""",['LaneFollow']
"""Follow the rhythm of the vehicles in your lane.""",['LaneFollow']
"""Proceed parallel to the vehicles in your vicinity.""",['LaneFollow']
"""Stay in the same line as the cars in your vicinity.""",['LaneFollow']
"""Follow the course set by the traffic pattern.""",['LaneFollow']
"""Remain within the driving zone.""",['LaneFollow']
"""Stay within the lane to avoid merging traffic.""",['LaneFollow']
"""Travel in parallel with the surrounding vehicles.""",['LaneFollow']
"""Keep pace with the car in front.""",['LaneFollow']
"""Follow the direction of the car adjacent to you.""",['LaneFollow']
"""Adhere to the line of cars next to the sidewalk.""",['LaneFollow']
"""Continue moving along with the cars in your lane.""",['LaneFollow']
"""Stay on course with the cars in the carpool lane.""",['LaneFollow']
"""Keep in pace with the cars alongside you.""",['LaneFollow']
"""Drive along the shoulder of the road in the far-left lane.""",['LaneFollow']
"""Continue driving while following the road's direction.""",['LaneFollow']
"""Stay in sequence with the traffic around you.""",['LaneFollow']
"""Keep in harmony with the vehicles around you.""",['LaneFollow']
"""Stay in harmony with the other drivers.""",['LaneFollow']
"""Stick to the flow of vehicles in your vicinity.""",['LaneFollow']
"""Proceed in tandem with the traffic around you.""",['LaneFollow']
"""Follow the direction of the vehicles in your lane.""",['LaneFollow']
"""Stay in tandem with the traffic around you.""",['LaneFollow']
"""Keep your position within the lane.""",['LaneFollow']
"""Drive in the direction of the traffic.""",['LaneFollow']
"""Maintain your position in the rightmost lane to prepare for upcoming exits or lane merges.""",['LaneFollow']
"""Keep in line with the cars in the middle lane.""",['LaneFollow']
"""Stay in line with the vehicles on either side.""",['LaneFollow']
"""LaneFollow the vehicle in front of you.""",['LaneFollow']
"""Travel parallel to the cars on your left.""",['LaneFollow']
"""Follow the flow of traffic in your current lane.""",['LaneFollow']
"""Continue in alignment with the traffic on your side.""",['LaneFollow']
"""Maintain your position within the driving path and lane markers.""",['LaneFollow']
"""Stay parallel to the vehicles around you in your lane.""",['LaneFollow']
"""Keep to the right-hand side of the road to follow your lane.""",['LaneFollow']
"""Stick to the designated lane for a smooth drive.""",['LaneFollow']
"""Drive in sync with the vehicles around you.""",['LaneFollow']
"""Drive parallel to the vehicles in the passing lane.""",['LaneFollow']
"""Continue driving straight in your current lane.""",['LaneFollow']
"""Follow the route marked by the arrows.""",['LaneFollow']
"""Drive in parallel with the vehicles next to you.""",['LaneFollow']
"""Stick to the inside lane when navigating the sharp curve ahead.""",['LaneFollow']
"""Stick with the flow of traffic on your side.""",['LaneFollow']
"""Stay in the lane that is closest to the curb.""",['LaneFollow']
"""Keep pace with the flow of vehicles ahead.""",['LaneFollow']
"""Go in tandem with the vehicles on the dual carriageway.""",['LaneFollow']
"""Drive alongside the vehicles on your right.""",['LaneFollow']
"""Stay in line with the flow of traffic on your route.""",['LaneFollow']
"""Match the speed of the cars on the road.""",['LaneFollow']
"""Stick to the flow of traffic on your side.""",['LaneFollow']
"""Remain on par with the vehicles in your vicinity.""",['LaneFollow']
"""Drive in parallel with the traffic next to you.""",['LaneFollow']
"""Maintain your pace in line with the cars ahead.""",['LaneFollow']
"""Adhere to the line of cars in the dynamic toll lane.""",['LaneFollow']
"""Maintain your position beside the cars in the managed lane.""",['LaneFollow']
"""Continue in the correct lane.""",['LaneFollow']
"""Stay in harmony with the traffic movement.""",['LaneFollow']
"""Continue driving while maintaining your position within the lane.""",['LaneFollow']
"""Follow the route marked by the lane instructions.""",['LaneFollow']
"""Drive in tandem with the vehicles in the bus lane.""",['LaneFollow']
"""Keep within the designated lane for efficient driving.""",['LaneFollow']
"""Travel alongside the cars in the neighboring lane.""",['LaneFollow']
"""Proceed alongside the cars on your side.""",['LaneFollow']
"""Keep pace with the vehicles in the adjacent lane as you approach the intersection.""",['LaneFollow']
"""Keep alongside the vehicle in front of you as you proceed through the intersection.""",['LaneFollow']
"""Drive in parallel with the traffic alongside you.""",['LaneFollow']
"""Travel parallel to the sidewalk in the outermost lane.""",['LaneFollow']
"""Keep pace with the traffic in your lane.""",['LaneFollow']
"""Stay in alignment with the cars on the divided highway.""",['LaneFollow']
"""Remain within the bounds of your lane to follow the road.""",['LaneFollow']
"""Continue driving within the lane boundaries.""",['LaneFollow']
"""Drive alongside the cars surrounding you.""",['LaneFollow']
"""Stay parallel with the vehicles in your lane.""",['LaneFollow']
"""Maintain your position within the traffic flow.""",['LaneFollow']
"""Remain in step with the vehicles nearby.""",['LaneFollow']
"""Maintain your place in the lane next to the barrier.""",['LaneFollow']
"""Continue ahead while following the road's path.""",['LaneFollow']
"""Maintain your trajectory in line with the traffic.""",['LaneFollow']
"""Maintain your position in line with the traffic.""",['LaneFollow']
"""Keep your vehicle aligned with the lane to your left.""",['LaneFollow']
"""Remain within the flow of vehicles ahead.""",['LaneFollow']
"""Stick with the flow of traffic around you.""",['LaneFollow']
"""Proceed in parallel with the other vehicles on the avenue.""",['LaneFollow']
"""Keep in line with the vehicles ahead in the left lane.""",['LaneFollow']
"""Remain in the same line of traffic.""",['LaneFollow']
"""Go along with the vehicles in your lane.""",['LaneFollow']
"""Stay in harmony with the traffic surrounding you.""",['LaneFollow']
"""Stay on the same track as the vehicles ahead.""",['LaneFollow']
"""Maintain your position in traffic.""",['LaneFollow']
"""Follow the path of the vehicles on your route.""",['LaneFollow']
"""Conform to the movement of the cars on the road.""",['LaneFollow']
"""Remain within the lane boundaries at all times.""",['LaneFollow']
"""Navigate through the traffic while keeping in your lane.""",['LaneFollow']
"""Follow the flow of traffic as you pass through the toll booth.""",['LaneFollow']
"""Travel in parallel with the vehicles on the overpass.""",['LaneFollow']
"""Remain aligned with the cars around you.""",['LaneFollow']
"""Drive steadily within the boundaries of your lane.""",['LaneFollow']
"""Stay in sequence with the vehicles ahead.""",['LaneFollow']
"""Continue along the road with the green signs.""",['LaneFollow']
"""Continue following the flow of traffic.""",['LaneFollow']
"""Continue in line with the vehicles on the throughway.""",['LaneFollow']
"""Travel parallel to the other vehicles in your vicinity.""",['LaneFollow']
"""Maintain your position in the lane as you approach the turnoff.""",['LaneFollow']
"""Maintain your driving path in line with the traffic.""",['LaneFollow']
"""Stay in sync with the vehicles on the road.""",['LaneFollow']
"""Remain within the driving zone boundaries.""",['LaneFollow']
"""Follow the same road as the vehicles around you.""",['LaneFollow']
"""Navigate through the traffic while following the lane's direction.""",['LaneFollow']
"""Drive in alignment with the vehicles ahead of you.""",['LaneFollow']
"""Maintain your alignment with the vehicles on either side.""",['LaneFollow']
"""Remain in line with the vehicles on either side.""",['LaneFollow']
"""Stick to your lane like the cars alongside you.""",['LaneFollow']
"""Proceed forward within the confines of the lane markers.""",['LaneFollow']
"""Follow the pace of the vehicles in your lane.""",['LaneFollow']
"""Travel parallel to the divider between lanes on the boulevard.""",['LaneFollow']
"""Align your vehicle with the traffic in the middle lane when passing the service station.""",['LaneFollow']
"""Drive along the designated route without changing lanes.""",['LaneFollow']
"""Adhere to the direction set by your lane.""",['LaneFollow']
"""Follow the path of the vehicles while keeping a safe distance.""",['LaneFollow']
"""Follow alongside the cars on the boulevard.""",['LaneFollow']
"""Maintain your course in the traffic flow.""",['LaneFollow']
"""Maintain your position relative to the lane markings.""",['LaneFollow']
"""Stay in parallel with the cars nearby.""",['LaneFollow']
"""Follow the path of the vehicles alongside you.""",['LaneFollow']
"""Stay in sync with the vehicles in the high-speed train lane.""",['LaneFollow']
"""Match the pace of the cars alongside you.""",['LaneFollow']
"""Stay aligned with the traffic flow.""",['LaneFollow']
"""Travel between the lines that mark the edges of your lane.""",['LaneFollow']
"""Stay in line with the flow of traffic in your lane.""",['LaneFollow']
"""Keep in sync with the vehicles nearby.""",['LaneFollow']
"""Continue alongside the neighboring vehicles.""",['LaneFollow']
"""Keep on track with the traffic pattern.""",['LaneFollow']
"""Travel in harmony with the vehicles around you.""",['LaneFollow']
"""Drive parallel to the vehicles in your current lane.""",['LaneFollow']
"""Drive in sync with the cars ahead.""",['LaneFollow']
"""Align your vehicle with the traffic on the right.""",['LaneFollow']
"""Stay aligned with the cars in the car dealership lane.""",['LaneFollow']
"""Drive alongside the vehicles in your lane.""",['LaneFollow']
"""Drive parallel to the vehicles ahead.""",['LaneFollow']
"""Maintain your course with the vehicles ahead.""",['LaneFollow']
"""Drive alongside the median until the next exit.""",['LaneFollow']
"""Follow the driving trajectory of your lane.""",['LaneFollow']
"""Remain within the lane to keep a steady driving pace.""",['LaneFollow']
"""Follow the lead of the vehicles nearby.""",['LaneFollow']
"""Navigate through the lane following the curvature of the road.""",['LaneFollow']
"""Continue following the trajectory outlined for your lane.""",['LaneFollow']
"""Drive in parallel with the vehicles alongside you.""",['LaneFollow']
"""Stick to the path set by the road markings.""",['LaneFollow']
"""Stay in tandem with the cars in front on the road.""",['LaneFollow']
"""Move forward while keeping parallel to the cars beside you.""",['LaneFollow']
"""Stay within the defined boundaries of your lane of travel.""",['LaneFollow']
"""Maintain your position within the designated lane.""",['LaneFollow']
"""Drive parallel to the road markings.""",['LaneFollow']
"""Maintain your position alongside the vehicles ahead.""",['LaneFollow']
"""Match your speed with the cars in your lane.""",['LaneFollow']
"""Continue in sync with the vehicles nearby.""",['LaneFollow']
"""Keep in step with the cars traveling in the reversible lane.""",['LaneFollow']
"""Drive in the lane marked for through traffic.""",['LaneFollow']
"""Adopt the path of the car on your left.""",['LaneFollow']
"""Follow the road by staying within the lane markers.""",['LaneFollow']
"""Travel in tandem with the vehicles in the adjacent lane when approaching the merge point.""",['LaneFollow']
"""Maintain your current lane position.""",['LaneFollow']
"""Align your car with the traffic in the far-right lane.""",['LaneFollow']
"""Stay in line with the cars around you.""",['LaneFollow']
"""Stick to the middle of the road as it curves ahead.""",['LaneFollow']
"""Conform to the lane alignment.""",['LaneFollow']
"""Match the flow of the vehicles in your lane.""",['LaneFollow']
"""Align your car with the traffic in the left lane.""",['LaneFollow']
"""Follow the lane occupied by the other drivers in the light rail vehicle lane.""",['LaneFollow']
"""Keep in line with the cars ahead.""",['LaneFollow']
"""Drive in accordance with the lane markings.""",['LaneFollow']
"""Flow smoothly with the traffic movement.""",['LaneFollow']
"""Adhere to the path of the lane markings.""",['LaneFollow']
"""Drive parallel to the vehicles in the bus bypass lane.""",['LaneFollow']
"""Remain in line with the vehicles traveling in the adjacent lane.""",['LaneFollow']
"""Conform to the alignment of the road.""",['LaneFollow']
"""Stay in line with the cars on either side.""",['LaneFollow']
"""Drive parallel to the curb.""",['LaneFollow']
"""Continue forward without changing lanes abruptly.""",['LaneFollow']
"""Follow the traffic's lead.""",['LaneFollow']
"""Remain in the lane adjacent to the median.""",['LaneFollow']
"""Continue in alignment with the vehicles in your lane.""",['LaneFollow']
"""Drive in alignment with the traffic movement.""",['LaneFollow']
"""Track the movements of the cars in the dedicated bicycle lane.""",['LaneFollow']
"""Stick to the road mapped out for your lane.""",['LaneFollow']
"""Stay in sync with the vehicles in the roundabout lane.""",['LaneFollow']
"""Maintain a parallel course with the cars on the dual carriageway.""",['LaneFollow']
"""Adhere to the movement of the cars around you.""",['LaneFollow']
"""Continue in the direction of your lane alongside the other cars.""",['LaneFollow']
"""Follow the lane occupied by the other drivers in the bus bay.""",['LaneFollow']
"""Maintain your position within the lane boundaries.""",['LaneFollow']
"""Drive in alignment with the traffic pattern.""",['LaneFollow']
"""Stay in your lane as you proceed.""",['LaneFollow']
"""Drive in tandem with the cars in front at the intersection.""",['LaneFollow']
